student,source,source_display,target,target_display,source_year,target_year,source_levels,target_levels,source_country,target_country
N00706,Jiaotong University,交通大學,University of Illinois,University of Illinois,1936,1943,['Unspecified'],['Unspecified'],China,US
N00707,Fu-jen University,輔仁大學,Iowa State College,Iowa State College,1934,1942,['Unspecified'],['Doctorate'],China,US
N00709,University of London,University of London,Cambridge University,Cambridge University,1928,1929,['Unspecified'],['Unspecified'],Other,Other
N00710,Purdue University,Purdue University,University of Tulsa,University of Tulsa,1942,1943,['Bachelor'],['Unspecified'],US,US
N00711,Lowell Textile Institute,Lowell Textile Institute,Harvard University,Harvard University,1942,1943,['Unspecified'],['Master'],US,US
N00711,Lowell Textile Institute,Lowell Textile Institute,University of Pennsylvania,University of Pennsylvania,1942,1943,['Unspecified'],['Unspecified'],US,US
N00713,Lingnan University,嶺南大學,University of Washington,University of Washington,1933,1938,['Unspecified'],['Master'],China,US
N00713,University of Washington,University of Washington,Georgetown University,Georgetown University,1938,1943,['Master'],['Unspecified'],US,US
N00715,Lingnan University,嶺南大學,University of Hawaii,University of Hawaii,1928,1940,['Unspecified'],['Master'],China,US
N00715,University of Hawaii,University of Hawaii,New York University,New York University,1940,1943,['Master'],['Unspecified'],US,US
N00716,Tsinghua University,清華大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1936,1942,['Unspecified'],['Master'],China,US
N00717,Clark University,Clark University,New York University,New York University,1930,1932,['Unspecified'],['Unspecified'],US,US
N00718,Lingnan University,嶺南大學,Stanford University,Stanford University,1929,1931,['Unspecified'],['Master'],China,US
N00718,Stanford University,Stanford University,University of Southern California,University of Southern California,1931,1936,['Master'],['Doctorate'],US,US
N00720,Zhongshan University,中山大學,University of Detroit,University of Detroit,1939,1943,['Unspecified'],['Unspecified'],China,US
N00722,Lingnan University,嶺南大學,University of California,University of California,1940,1943,['Unspecified'],['Unspecified'],China,US
N00724,University of California,University of California,Princeton University,Princeton University,1940,1942,['Bachelor'],['Doctorate'],US,US
N00725,University of Hong Kong,University of Hong Kong,Curtiss-Wright Technical Institute,Curtiss-Wright Technical Institute,1933,1942,['Unspecified'],['Unspecified'],Other,US
N00726,University of Missouri,University of Missouri,Columbia University,Columbia University,1942,1943,['Bachelor'],['Unspecified'],US,US
N00728,Radcliffe College,Radcliffe College,Columbia University,Columbia University,1941,1943,['Unspecified'],['Unspecified'],US,US
N00728,Radcliffe College,Radcliffe College,Rosary College,Rosary College,1941,1943,['Unspecified'],['Unspecified'],US,US
N00730,Central University,中央大學,University of Michigan,University of Michigan,1939,1942,['Unspecified'],['Master'],China,US
N00732,Yenching University,燕京大學,Cambridge University,Cambridge University,1933,1938,['Unspecified'],['Doctorate'],China,Other
N00733,Qilu University,齊魯大學,Madison General Hospital,Madison General Hospital,1937,1942,['Unspecified'],['Unspecified'],China,US
N00734,Yenching University,燕京大學,University of Michigan,University of Michigan,1938,1943,['Unspecified'],['Unspecified'],China,US
N00736,Zhejiang University,浙江大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1935,1941,['Unspecified'],['Master'],China,US
N00737,Lingnan University,嶺南大學,Yenching University,燕京大學,1932,1936,['Unspecified'],['Unspecified'],China,China
N00737,Yenching University,燕京大學,Claremont College,Claremont College,1936,1943,['Unspecified'],['Unspecified'],China,US
N00737,Yenching University,燕京大學,University of California,University of California,1936,1943,['Unspecified'],['Unspecified'],China,US
N00738,Beijing University,北京大學,Stanford University,Stanford University,1924,1943,['Unspecified'],['Unspecified'],China,US
N00740,Zhizhi College,持誌學院,University of Michigan,University of Michigan,1938,1941,['Unspecified'],['Master'],China,US
N00741,Madison College,Madison College,Michigan State College,Michigan State College,1935,1943,['Bachelor'],['Unspecified'],US,US
N00743,Nankai School,南開學校,University of Southern California,University of Southern California,1929,1933,['Unspecified'],['Bachelor'],China,US
N00743,University of Southern California,University of Southern California,Columbia University,Columbia University,1933,1936,['Bachelor'],['Master'],US,US
N00743,Columbia University,Columbia University,Georgetown University,Georgetown University,1936,1938,['Master'],['Unspecified'],US,US
N00747,Pomona College,Pomona College,Columbia University,Columbia University,1939,1940,['Unspecified'],['Unspecified'],US,US
N00749,St. John's University,聖約翰大學,Cornell University,Cornell University,1936,1940,['Unspecified'],['Master'],China,US
N00751,Southeast University,東南大學,Yale University,Yale University,1939,1941,['Unspecified'],['Unspecified'],China,US
N00752,Wuhan University,武漢大學,Harvard University,Harvard University,1934,1943,['Unspecified'],['Unspecified'],China,US
N00755,Central University,中央大學,University of Michigan,University of Michigan,1929,1937,['Unspecified'],['Master'],China,US
N00755,University of Michigan,University of Michigan,Columbia University,Columbia University,1937,1941,['Master'],['Doctorate'],US,US
N00757,Beijing University,北京大學,University of Toronto,University of Toronto,1935,1942,['Unspecified'],['Doctorate'],China,Other
N00757,University of Toronto,University of Toronto,Columbia University,Columbia University,1942,1943,['Doctorate'],['Unspecified'],Other,US
N00758,Daxia University,大夏大學,George Washington University,George Washington University,1930,1941,['Unspecified'],['Unspecified'],China,US
N00758,George Washington University,George Washington University,Purdue University,Purdue University,1941,1943,['Unspecified'],['Unspecified'],US,US
N00759,University of London,University of London,Harvard University,Harvard University,1938,1941,['Other degree'],['Other degree'],Other,US
N00760,University of Michigan,University of Michigan,University of Chicago,University of Chicago,1930,1943,['Master'],['Doctorate'],US,US
N00761,Yenching University,燕京大學,University of Southern California,University of Southern California,1937,1942,['Unspecified'],['Unspecified'],China,US
N00761,University of Southern California,University of Southern California,Simmons College,Simmons College,1942,1943,['Unspecified'],['Unspecified'],US,US
N00763,University of Chicago,University of Chicago,New School For Social Research,New School For Social Research,1941,1942,['Unspecified'],['Unspecified'],US,US
N00764,University of Berlin,University of Berlin,University of Perugia,University of Perugia,1937,1938,['Unspecified'],['Unspecified'],Other,Other
N00765,Zhongshan University,中山大學,University of Illinois,University of Illinois,1936,1941,['Unspecified'],['Master'],China,US
N00766,University of California,University of California,Stanford University,Stanford University,1941,1942,['Unspecified'],['Bachelor'],US,US
N00767,Guangdong National University,廣東國民大學,University of California,University of California,1936,1943,['Unspecified'],['Unspecified'],China,US
N00768,Yenching University,燕京大學,New School For Social Research,New School For Social Research,1936,1943,['Unspecified'],['Unspecified'],China,US
N00769,Tianjin Industrial and Commercial College,天津工商學院,University of Michigan,University of Michigan,1937,1941,['Unspecified'],['Master'],China,US
N00771,Fudan University,復旦大學,Indiana University,Indiana University,1940,1942,['Unspecified'],['Unspecified'],China,US
N00771,Indiana University,Indiana University,Columbia University,Columbia University,1942,1943,['Unspecified'],['Master'],US,US
N00772,Zhejiang University,浙江大學,McGill University,McGill University,1937,1941,['Unspecified'],['Master'],China,Other
N00772,McGill University,McGill University,Carnegie Institute of Technology,Carnegie Institute of Technology,1941,1943,['Master'],['Unspecified'],Other,US
N00773,St. John's University,聖約翰大學,University of Michigan,University of Michigan,1941,1943,['Unspecified'],['Unspecified'],China,US
N00774,Massachusetts Institute of Technology,Massachusetts Institute of Technology,University of California,University of California,1942,1943,['Unspecified'],['Unspecified'],US,US
N00776,Jinling University,金陵大學,University de Nancy,University de Nancy,1932,1936,['Unspecified'],['Doctorate'],China,Other
N00777,Shanghai University,滬江大學,Mount Holyoke College,Mount Holyoke College,1937,1943,['Unspecified'],['Bachelor'],China,US
N00777,Shanghai University,滬江大學,Yale University,Yale University,1937,1943,['Unspecified'],['Unspecified'],China,US
N00779,Iowa State College,Iowa State College,University of Wisconsin,University of Wisconsin,1931,1943,['Bachelor'],['Unspecified'],US,US
N00780,Jiaotong University,交通大學,University of Pennsylvania,University of Pennsylvania,1939,1940,['Unspecified'],['Master'],China,US
N00784,Tsinghua University,清華大學,University of Toronto,University of Toronto,1937,1942,['Unspecified'],['Doctorate'],China,Other
N00785,Northeast University,東北大學,California Institute of Technology,California Institute of Technology,1932,1942,['Unspecified'],['Master'],China,US
N00787,Guanghua University,光華大學,New York University,New York University,1930,1943,['Unspecified'],['Master'],China,US
N00788,Fu-jen University,輔仁大學,Princeton University,Princeton University,1937,1943,['Unspecified'],['Unspecified'],China,US
N00791,University of Wisconsin,University of Wisconsin,Mills College,Mills College,1926,1940,['Bachelor'],['Master'],US,US
N00791,Mills College,Mills College,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1940,1941,['Master'],['Other degree'],US,US
N00791,Massachusetts Institute of Technology,Massachusetts Institute of Technology,State University of Iowa,State University of Iowa,1941,1943,['Other degree'],['Unspecified'],US,US
N00792,Jinling University,金陵大學,Kansas State College,Kansas State College,1937,1941,['Unspecified'],['Master'],China,US
N00792,Kansas State College,Kansas State College,Iowa State College,Iowa State College,1941,1943,['Master'],['Doctorate'],US,US
N00794,Purdue University,Purdue University,University of Michigan,University of Michigan,1940,1941,['Bachelor'],['Master'],US,US
N00797,Southeast University,東南大學,University of Michigan,University of Michigan,1935,1939,['Unspecified'],['Doctorate'],China,US
N00798,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Harvard University,Harvard University,1940,1942,['Bachelor'],['Unspecified'],US,US
N00801,Yenching University,燕京大學,Carleton College,Carleton College,1939,1942,['Unspecified'],['Bachelor'],China,US
N00803,Jiaotong University,交通大學,University of Michigan,University of Michigan,1935,1939,['Unspecified'],['Unspecified'],China,US
N00803,University of Michigan,University of Michigan,Boston University,Boston University,1939,1940,['Unspecified'],['Master'],US,US
N00804,Mary Hardin-Baylor College,Mary Hardin-Baylor College,University of Texas,University of Texas,1938,1939,['Bachelor'],['Master'],US,US
N00805,Tsinghua University,清華大學,University of Illinois,University of Illinois,1935,1943,['Unspecified'],['Unspecified'],China,US
N00807,Southeast University,東南大學,Central Political School,中央政治學校,1936,1938,['Unspecified'],['Unspecified'],China,China
N00807,Central Political School,中央政治學校,New York University,New York University,1938,1943,['Unspecified'],['Unspecified'],China,US
N00811,University of British Columbia,University of British Columbia,Iowa State College,Iowa State College,1937,1943,['Bachelor'],['Master'],Other,US
N00813,Jinan University,暨南大學,University of Paris,University of Paris,1935,1941,['Unspecified'],['Doctorate'],China,Other
N00813,University of Paris,University of Paris,Harvard University,Harvard University,1941,1942,['Doctorate'],['Unspecified'],Other,US
N00814,State University of Iowa,State University of Iowa,Georgetown University,Georgetown University,1941,1943,['Master'],['Unspecified'],US,US
N00815,Shanghai University,滬江大學,Gonzaga University,Gonzaga University,1935,1943,['Unspecified'],['Unspecified'],China,US
N00815,Shanghai University,滬江大學,University of Pennsylvania,University of Pennsylvania,1935,1943,['Unspecified'],['Unspecified'],China,US
N00816,Lingnan University,嶺南大學,New York University,New York University,1935,1936,['Unspecified'],['Master'],China,US
N00816,New York University,New York University,Harvard University,Harvard University,1936,1943,['Master'],['Unspecified'],US,US
N00818,Hwa Nan College,華南學院,Oberlin College,Oberlin College,1930,1938,['Unspecified'],['Master'],China,US
N00818,Oberlin College,Oberlin College,Radcliffe College,Radcliffe College,1938,1942,['Master'],['Doctorate'],US,US
N00821,Oberlin College,Oberlin College,Simmons College,Simmons College,1942,1943,['Unspecified'],['Unspecified'],US,US
N00822,Zhongshan University,中山大學,Drake University,Drake University,1938,1941,['Unspecified'],['Master'],China,US
N00826,Jiaotong University,交通大學,New York University,New York University,1923,1942,['Unspecified'],['Unspecified'],China,US
N00829,Southwest Associated University,西南聯合大學,University of California,University of California,1940,1943,['Unspecified'],['Unspecified'],China,US
N00832,Shanghai University,滬江大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1938,1942,['Unspecified'],['Master'],China,US
N00832,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Columbia University,Columbia University,1942,1943,['Master'],['Unspecified'],US,US
N00833,Lingnan University,嶺南大學,University of Chicago,University of Chicago,1920,1929,['Unspecified'],['Unspecified'],China,US
N00834,New York University,New York University,Harvard University,Harvard University,1942,1943,['Bachelor'],['Unspecified'],US,US
N00837,Peking Union Medical College,協和醫學院,Western Reserve University,Western Reserve University,1931,1943,['Unspecified'],['Unspecified'],China,US
N00839,Lingnan University,嶺南大學,Penn State College,Penn State College,1935,1940,['Unspecified'],['Master'],China,US
N00840,Fujian Union University,福建協和大學,Oberlin College,Oberlin College,1928,1930,['Unspecified'],['Master'],China,US
N00840,Oberlin College,Oberlin College,University of Pennsylvania,University of Pennsylvania,1930,1934,['Master'],['Doctorate'],US,US
N00841,Zhongshan University,中山大學,New York University,New York University,1938,1943,['Unspecified'],['Unspecified'],China,US
N00847,George Washington University,George Washington University,Johns Hopkins University,Johns Hopkins University,1938,1943,"['Bachelor', 'Master']",['Unspecified'],US,US
N00854,Zhongshan University,中山大學,Columbia University,Columbia University,1937,1942,['Unspecified'],['Master'],China,US
N00856,Jinling University,金陵大學,University of California,University of California,1937,1942,['Unspecified'],['Master'],China,US
N00857,Yenching University,燕京大學,Tsinghua University,清華大學,1932,1935,['Unspecified'],['Unspecified'],China,China
N00857,Tsinghua University,清華大學,Toronto University,Toronto University,1935,1942,['Unspecified'],['Unspecified'],China,Other
N00857,Toronto University,Toronto University,Columbia University,Columbia University,1942,1943,['Unspecified'],['Unspecified'],Other,US
N00858,Tsinghua University,清華大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1935,1943,['Unspecified'],['Unspecified'],China,US
N00860,Tsinghua University,清華大學,University of Minnesota,University of Minnesota,1931,1943,['Unspecified'],['Master'],China,US
N00861,Shanghai University,滬江大學,Claremont College,Claremont College,1937,1943,['Unspecified'],['Unspecified'],China,US
N00862,Fudan University,復旦大學,University of Michigan,University of Michigan,1931,1933,['Unspecified'],['Master'],China,US
N00862,University of Michigan,University of Michigan,University of Chicago,University of Chicago,1933,1937,['Master'],['Doctorate'],US,US
N00870,Jinan University,暨南大學,University of Michigan,University of Michigan,1938,1941,['Unspecified'],['Master'],China,US
N00870,University of Michigan,University of Michigan,Cornell University,Cornell University,1941,1943,['Master'],['Unspecified'],US,US
N00872,Baldwin Wallace College,Baldwin Wallace College,New York University,New York University,1935,1943,['Unspecified'],['Unspecified'],US,US
N00874,University of Michigan,University of Michigan,Madison College,Madison College,1933,1936,['Unspecified'],['Bachelor'],US,US
N00875,Yenching University,燕京大學,University of Southern California,University of Southern California,1931,1940,['Unspecified'],['Master'],China,US
N00876,St. John's University,聖約翰大學,University of Chicago,University of Chicago,1939,1943,['Unspecified'],['Unspecified'],China,US
N00877,Schauffler College,Schauffler College,Pomona College,Pomona College,1941,1942,['Bachelor'],['Bachelor'],US,US
N00881,Jiaotong University,交通大學,New York University,New York University,1935,1942,['Unspecified'],['Master'],China,US
N00882,Tsinghua University,清華大學,State University of Iowa,State University of Iowa,1931,1943,['Unspecified'],['Master'],China,US
N00885,Jiaotong University,交通大學,Purdue University,Purdue University,1941,1943,['Unspecified'],['Master'],China,US
N00886,Zhijiang University,之江大學,University of Michigan,University of Michigan,1924,1930,['Unspecified'],['Doctorate'],China,US
N00886,University of Michigan,University of Michigan,University of Chicago,University of Chicago,1930,1942,['Doctorate'],['Doctorate'],US,US
N00887,University of Washington,University of Washington,Columbia University,Columbia University,1940,1943,['Unspecified'],['Unspecified'],US,US
N00888,Cooper Union Institute of Technology,Cooper Union Institute of Technology,University of Michigan,University of Michigan,1938,1939,['Bachelor'],['Master'],US,US
N00889,Nankai University,南開大學,Tsinghua University,清華大學,1930,1934,['Unspecified'],['Unspecified'],China,China
N00890,Shanghai Sanyu University,三育大學,Emmanuel Missionary College,Emmanuel Missionary College,1925,1929,['Unspecified'],['Bachelor'],China,US
N00890,Emmanuel Missionary College,Emmanuel Missionary College,Michigan State College,Michigan State College,1929,1933,['Bachelor'],['Master'],US,US
N00891,Zhongshan University,中山大學,University of California,University of California,1938,1943,['Unspecified'],['Unspecified'],China,US
N00894,Lingnan University,嶺南大學,Harvard University,Harvard University,1924,1929,['Unspecified'],['Unspecified'],China,US
N00895,Yenching University,燕京大學,University of Minnesota,University of Minnesota,1939,1942,['Unspecified'],['Bachelor'],China,US
N00896,Guanghua University,光華大學,University of Wisconsin,University of Wisconsin,1941,1943,['Unspecified'],['Master'],China,US
N00897,Jinling University,金陵大學,University of Minnesota,University of Minnesota,1930,1936,['Unspecified'],['Master'],China,US
N00897,University of Minnesota,University of Minnesota,University of California,University of California,1936,1943,['Master'],['Unspecified'],US,US
N00898,St. John's University,聖約翰大學,Indiana University,Indiana University,1940,1942,['Unspecified'],['Bachelor'],China,US
N00898,Indiana University,Indiana University,University of Pennsylvania,University of Pennsylvania,1942,1943,['Bachelor'],['Unspecified'],US,US
N00899,Asbury College,Asbury College,Rochester Institute of Technology,Rochester Mechanical of Technology,1940,1943,['Unspecified'],['Unspecified'],US,US
N00900,University of Hawaii,University of Hawaii,Yenching University,燕京大學,1931,1934,['Bachelor'],['Unspecified'],US,China
N00900,Yenching University,燕京大學,Harvard University,Harvard University,1934,1943,['Unspecified'],['Unspecified'],China,US
N00902,Tsinghua University,清華大學,Columbia University,Columbia University,1939,1943,['Unspecified'],['Unspecified'],China,US
N00903,Jiaotong University,交通大學,Harvard University,Harvard University,1938,1943,['Unspecified'],['Unspecified'],China,US
N00904,Yenching University,燕京大學,Haverford College,Haverford College,1937,1940,['Unspecified'],['Unspecified'],China,US
N00904,Haverford College,Haverford College,Columbia University,Columbia University,1940,1941,['Unspecified'],['Unspecified'],US,US
N00905,Fujian Union University,福建協和大學,Columbia University,Columbia University,1922,1929,['Unspecified'],['Master'],China,US
N00905,Columbia University,Columbia University,University of Southern California,University of Southern California,1929,1939,['Master'],['Doctorate'],US,US
N00909,Shanghai University,滬江大學,Carnegie Institute of Technology,Carnegie Institute of Technology,1936,1940,['Unspecified'],['Bachelor'],China,US
N00909,Carnegie Institute of Technology,Carnegie Institute of Technology,Syracuse University,Syracuse University,1940,1942,['Bachelor'],['Unspecified'],US,US
N00910,Shanghai University,滬江大學,Purdue University,Purdue University,1936,1940,['Unspecified'],['Bachelor'],China,US
N00912,Tsinghua University,清華大學,University of Pennsylvania,University of Pennsylvania,1933,1941,['Unspecified'],['Master'],China,US
N00914,Shanghai University,滬江大學,California Institute of Technology,California Institute of Technology,1940,1943,['Unspecified'],['Unspecified'],China,US
N00915,Yenching University,燕京大學,University of Michigan,University of Michigan,1936,1937,['Unspecified'],['Master'],China,US
N00915,University of Michigan,University of Michigan,Marquette University,Marquette University,1937,1942,['Master'],['Unspecified'],US,US
N00916,Zhongshan University,中山大學,University of London,University of London,1935,1940,['Unspecified'],['Doctorate'],China,Other
N00916,University of London,University of London,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1940,1943,['Doctorate'],['Unspecified'],Other,US
N00917,Yenching University,燕京大學,University of Chicago,University of Chicago,1932,1942,['Unspecified'],['Master'],China,US
N00919,University of Washington,University of Washington,Columbia University,Columbia University,1929,1933,['Bachelor'],['Master'],US,US
N00921,Fujian Union University,福建協和大學,University of Pennsylvania,University of Pennsylvania,1936,1941,['Unspecified'],['Unspecified'],China,US
N00921,University of Pennsylvania,University of Pennsylvania,University of Michigan,University of Michigan,1941,1943,['Unspecified'],['Unspecified'],US,US
N00922,Jinan University,暨南大學,University of Michigan,University of Michigan,1937,1941,['Unspecified'],['Master'],China,US
N00922,University of Michigan,University of Michigan,New York University,New York University,1941,1943,['Master'],['Unspecified'],US,US
N00925,Jinan University,暨南大學,University of Michigan,University of Michigan,1940,1941,['Unspecified'],['Unspecified'],China,US
N00925,University of Michigan,University of Michigan,University of Washington,University of Washington,1941,1942,['Unspecified'],['Unspecified'],US,US
N00928,Yenching University,燕京大學,Peking Union Medical College,協和醫學院,1928,1933,['Unspecified'],['Unspecified'],China,China
N00928,Peking Union Medical College,協和醫學院,University of Michigan,University of Michigan,1933,1943,['Unspecified'],['Master'],China,US
N00931,Beijing University,北京大學,Columbia University,Columbia University,1924,1936,['Unspecified'],['Unspecified'],China,US
N00931,Columbia University,Columbia University,Canisus College,Canisus College,1936,1942,['Unspecified'],['Unspecified'],US,US
N00932,Yungli Chemical Industries Limited,Yungli Chemical Industries Limited,Stanford University,Stanford University,1934,1940,['Unspecified'],['Master'],China,US
N00932,Stanford University,Stanford University,Harvard University,Harvard University,1940,1943,['Master'],['Unspecified'],US,US
N00933,Zhongshan University,中山大學,New York University,New York University,1939,1943,['Unspecified'],['Master'],China,US
N00934,Yenching University,燕京大學,University of Chicago,University of Chicago,1934,1943,['Unspecified'],['Unspecified'],China,US
N00935,Beijing University,北京大學,Columbia University,Columbia University,1925,1934,['Unspecified'],['Master'],China,US
N00936,St. John's University,聖約翰大學,University of Illinois,University of Illinois,1940,1941,['Unspecified'],['Master'],China,US
N00937,Central University,中央大學,University of California,University of California,1936,1941,['Unspecified'],['Bachelor'],China,US
N00939,Guanghua University,光華大學,New York University,New York University,1937,1943,['Unspecified'],['Unspecified'],China,US
N00942,Shanghai University,滬江大學,Clark University,Clark University,1939,1941,['Unspecified'],['Bachelor'],China,US
N00942,Clark University,Clark University,University of Michigan,University of Michigan,1941,1942,['Bachelor'],['Master'],US,US
N00942,University of Michigan,University of Michigan,Columbia University,Columbia University,1942,1943,['Master'],['Unspecified'],US,US
N00943,University of California,University of California,Harvard University,Harvard University,1942,1943,"['Bachelor', 'Master']",['Unspecified'],US,US
N00945,China College University Department,中國公學大學部,Antioch College,Antioch College,1931,1942,['Unspecified'],['Unspecified'],China,US
N00945,Antioch College,Antioch College,University of Minnesota,University of Minnesota,1942,1943,['Unspecified'],['Unspecified'],US,US
N00947,Jinling University,金陵大學,University of California,University of California,1936,1943,['Unspecified'],['Unspecified'],China,US
N00948,Tsinghua University,清華大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1938,1943,['Unspecified'],['Unspecified'],China,US
N00953,Jinan University,暨南大學,Yale University,Yale University,1934,1939,['Unspecified'],['Bachelor'],China,US
N00954,Ohio Wesleyan University,Ohio Wesleyan University,University of Southern California,University of Southern California,1921,1938,['Bachelor'],['Master'],US,US
N00955,Lingnan University,嶺南大學,University of Southern California,University of Southern California,1939,1942,['Unspecified'],['Master'],China,US
N00956,Bethel College,Bethel College,Cumberland Theological Seminary,Cumberland Theological Seminary,1942,1943,['Unspecified'],['Unspecified'],US,US
N00958,Arkansas State College,Arkansas State College,University of Cincinnati,University of Cincinnati,1938,1941,['Bachelor'],['Unspecified'],US,US
N00958,University of Cincinnati,University of Cincinnati,University of Chicago,University of Chicago,1941,1943,['Unspecified'],['Unspecified'],US,US
N00959,Zhongshan University,中山大學,University of Michigan,University of Michigan,1936,1941,['Unspecified'],['Master'],China,US
N00960,Shanghai University,滬江大學,University of Pennsylvania,University of Pennsylvania,1935,1940,['Unspecified'],['Master'],China,US
N00960,University of Pennsylvania,University of Pennsylvania,Columbia University,Columbia University,1940,1941,['Master'],['Unspecified'],US,US
N00960,Columbia University,Columbia University,Clarence White School of Photography,Clarence White School of Photography,1941,1942,['Unspecified'],['Unspecified'],US,US
N00961,Zhijiang University,之江大學,University of Illinois,University of Illinois,1941,1943,['Unspecified'],['Master'],China,US
N00963,University of Pennsylvania,University of Pennsylvania,Syracuse University,Syracuse University,1941,1943,['Bachelor'],['Master'],US,US
N00964,Central University,中央大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1942,1943,['Unspecified'],['Unspecified'],China,US
N00966,Southeast University,東南大學,University of Pennsylvania,University of Pennsylvania,1931,1943,['Unspecified'],['Unspecified'],China,US
N00967,Lingnan University,嶺南大學,Purdue University,Purdue University,1938,1941,['Unspecified'],['Bachelor'],China,US
N00970,Jiaotong University,交通大學,University of Michigan,University of Michigan,1937,1943,['Unspecified'],['Master'],China,US
N00971,Datong University,大同大學,University of Michigan,University of Michigan,1933,1940,['Unspecified'],['Doctorate'],China,US
N00973,Yenching University,燕京大學,Peking Union Medical College,協和醫學院,1932,1935,['Unspecified'],['Unspecified'],China,China
N00973,Peking Union Medical College,協和醫學院,University of Michigan,University of Michigan,1935,1938,['Unspecified'],['Master'],China,US
N00973,University of Michigan,University of Michigan,Columbia University,Columbia University,1938,1941,['Master'],['Unspecified'],US,US
N00974,Tsinghua University,清華大學,Harvard University,Harvard University,1940,1943,['Unspecified'],['Unspecified'],China,US
N00975,Central University,中央大學,University of Toronto,University of Toronto,1933,1942,['Unspecified'],['Master'],China,Other
N00981,Carleton College,Carleton College,University of Chicago,University of Chicago,1942,1943,['Bachelor'],['Unspecified'],US,US
N00986,Shandong University,山東大學,Briar Cliff College,Briar Cliff College,1937,1941,['Unspecified'],['Bachelor'],China,US
N00986,Briar Cliff College,Briar Cliff College,Alverno College of Music,Alverno College of Music,1941,1943,['Bachelor'],['Bachelor'],US,US
N00986,Briar Cliff College,Briar Cliff College,Columbia University,Columbia University,1941,1943,['Bachelor'],['Unspecified'],US,US
N00987,Tsinghua University,清華大學,State University of Iowa,State University of Iowa,1935,1939,['Unspecified'],['Master'],China,US
N00987,State University of Iowa,State University of Iowa,Cornell University,Cornell University,1939,1942,['Master'],['Doctorate'],US,US
N00988,Stanford University,Stanford University,Columbia University,Columbia University,1941,1943,['Master'],['Unspecified'],US,US
N00989,Zhijiang University,之江大學,Princeton Seminary,Princeton Seminary,1938,1943,['Unspecified'],['Unspecified'],China,US
N00990,Tsinghua University,清華大學,University of Michigan,University of Michigan,1940,1943,['Unspecified'],['Unspecified'],China,US
N00992,Hunan University,湖南大學,University of Washington,University of Washington,1932,1943,['Unspecified'],['Unspecified'],China,US
N00993,Ecole des Hautes Etudes Industrielles et Commerciales,Ecole des Hautes Etudes Industrielles et Commerciales,Harvard University,Harvard University,1934,1943,['Unspecified'],['Master'],Other,US
N00994,Stanford University,Stanford University,State University of Iowa,State University of Iowa,1921,1923,['Bachelor'],['Master'],US,US
N00995,Columbia University,Columbia University,Medical College of Virginia,Medical College of Virginia,1942,1943,['Bachelor'],['Unspecified'],US,US
N00997,Huazhong University,華中大學,Yenching University,燕京大學,1938,1940,['Unspecified'],['Unspecified'],China,China
N00997,Yenching University,燕京大學,Brown University,Brown University,1940,1943,['Unspecified'],['Unspecified'],China,US
N00998,Yenching University,燕京大學,Cornell University,Cornell University,1935,1942,['Unspecified'],['Doctorate'],China,US
N00999,Shanghai University,滬江大學,George Washington University,George Washington University,1928,1934,['Unspecified'],['Unspecified'],China,US
N01001,Jinling University,金陵大學,Cornell University,Cornell University,1925,1942,['Unspecified'],['Master'],China,US
N01002,Armstrong Junior College,Armstrong Junior College,Ohio Wesleyan University,Ohio Wesleyan University,1939,1943,['Unspecified'],['Bachelor'],US,US
N01003,Yenching University,燕京大學,Stanford University,Stanford University,1938,1943,['Unspecified'],['Bachelor'],China,US
N01005,Cambridge University,Cambridge University,Harvard University,Harvard University,1938,1943,['Bachelor'],['Master'],Other,US
N01006,St. John's University,聖約翰大學,Wheaton College,Wheaton College,1941,1943,['Unspecified'],['Unspecified'],China,US
N01007,Yenching University,燕京大學,Stanford University,Stanford University,1941,1943,['Unspecified'],['Unspecified'],China,US
N01009,Jiaotong University,交通大學,Cornell University,Cornell University,1928,1931,['Unspecified'],['Master'],China,US
N01010,Jiaotong University,交通大學,Purdue University,Purdue University,1941,1942,['Unspecified'],['Master'],China,US
N01010,Purdue University,Purdue University,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1942,1943,['Master'],['Unspecified'],US,US
N01011,Tsinghua University,清華大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1940,1943,['Unspecified'],['Unspecified'],China,US
N01012,Central University,中央大學,University of Michigan,University of Michigan,1928,1934,['Unspecified'],['Master'],China,US
N01012,University of Michigan,University of Michigan,Columbia University,Columbia University,1934,1943,['Master'],['Unspecified'],US,US
N01013,Northern Baptist Theological Seminary,Northern Baptist Theological Seminary,Northwestern University,Northwestern University,1942,1943,['Bachelor'],['Unspecified'],US,US
N01015,St. John's University,聖約翰大學,University of Wisconsin,University of Wisconsin,1940,1942,['Unspecified'],['Bachelor'],China,US
N01016,University of Hawaii,University of Hawaii,Pomona College,Pomona College,1942,1943,['Unspecified'],['Unspecified'],US,US
