id,label,clean_label,students,degree,degree_centrality,weighted_degree,betweenness,closeness,pagerank,community,community_size,country,city,state
West China University,華西大學,West China University,5,6,0.014527845036319613,7,9.60957468944795e-05,0.3104728507416994,0.0016989760236558807,1,62,China,Chengdu,Sichuan
Western Maryland College,Western Maryland College,Western Maryland College,1,1,0.002421307506053269,1,0.0,0.2142041079661209,0.0007355259921585687,8,24,United States,Westminster,Maryland
Western Reserve University,Western Reserve University,Western Reserve University,2,2,0.004842615012106538,2,0.0,0.2761875052610209,0.000780958984691521,3,42,United States,Cleveland,Ohio
Westminster Choir College,Westminster Choir College,Westminster Choir College,2,3,0.007263922518159807,3,0.0001534319016364999,0.22929658755965915,0.00164460695786204,6,31,United States,Princeton,New Jersey
Westmont College,Westmont College,Westmont College,1,2,0.004842615012106538,2,0.0,0.24987176701690886,0.0010476066260914454,2,48,United States,Montecito,California
Wheaton College,Wheaton College,Wheaton College,5,4,0.009685230024213076,5,2.192558141217019e-05,0.2846273763385442,0.001380528614133004,9,19,United States,Wheaton,Illinois
Wheelock College,Wheelock College,Wheelock College,1,0,0.0,0,0.0,0.0,0.00041419301394496577,78,1,United States,Boston,Massachusetts
Williams Hospital,Williams Hospital,Williams Hospital,1,1,0.002421307506053269,1,0.0,0.002421307506053269,0.0027612867596299075,13,2,United States,Providence,Rhode Island
Witwatersrand College,Witwatersrand College,Witwatersrand College,1,1,0.002421307506053269,1,0.0,0.002421307506053269,0.0027612867596299075,18,2,South Africa,Johannesburg,
Women's Christian Medical College,Women's Christian Medical College,Women's Christian Medical College,1,2,0.004842615012106538,2,0.0,0.2687675424331129,0.0007838902697102337,2,48,China,Shanghai,Shanghai
Worcester Polytechnic Institute,Worcester Polytechnic Institute,Worcester Polytechnic Institute,3,1,0.002421307506053269,1,0.0,0.21403437412462636,0.0007064757397968847,3,42,United States,Worcester,Massachusetts
Wuchang University,武昌大學,Wuchang University,1,0,0.0,0,0.0,0.0,0.00041419301394496577,79,1,China,Wuhan,Hubei
Wuhan University,武漢大學,Wuhan University,4,3,0.007263922518159807,4,0.0,0.2929624513506274,0.0010970020246078213,1,62,China,Wuhan,Hubei
Wusong Merchant Shipping School,吳淞商船學校,Wusong Merchant Shipping School,3,1,0.002421307506053269,2,0.0,0.2424698205971979,0.0008401318487541489,5,39,China,Shanghai,Shanghai
Xiamen University,廈門大學,Xiamen University,4,7,0.01694915254237288,7,0.0023068582037650675,0.30180042474332786,0.0019586106468004187,7,29,China,Xiamen,Fujian
Yale University,Yale University,Yale University,15,17,0.04116222760290557,18,0.005816303396774414,0.3389101381998475,0.00417494918760161,2,48,United States,New Haven,Connecticut
Yenching University,燕京大學,Yenching University,134,76,0.18401937046004843,192,0.09645783636369343,0.4142812578915314,0.04003031339018373,3,42,China,Beijing,Beijing
Yungli Chemical Industries Limited,Yungli Chemical Industries Limited,Yungli Chemical Industries Limited,1,2,0.004842615012106538,2,0.0,0.2685003778780104,0.0007891506609837614,5,39,China,Leshan,Sichuan
Yunnan University,雲南大學,Yunnan University,1,1,0.002421307506053269,1,0.0,0.18692829075797815,0.0008100538066812056,6,31,China,Kunming,Yunnan
Zhejiang Provincial Technical College,浙江省立工業專門學校,Zhejiang Provincial Technical College,1,2,0.004842615012106538,2,0.0,0.2831356186009208,0.0007766185675847747,3,42,China,Hangzhou,Zhejiang
Zhejiang University,浙江大學,Zhejiang University,15,9,0.02179176755447942,12,0.0014838601264886033,0.2879652240354781,0.0030227234315979177,1,62,China,Hangzhou,Zhejiang
Zhijiang University,之江大學,Zhijiang University,13,15,0.036319612590799036,20,0.01408948771174827,0.32348668280871673,0.0052401930489673725,1,62,China,Hangzhou,Zhejiang
Zhizhi College,持誌學院,Zhizhi College,2,2,0.004842615012106538,2,3.204317986520805e-05,0.27904068196826287,0.0008095694471481208,4,41,China,Shanghai,Shanghai
Zhonghua University,中華大學,Zhonghua University,1,1,0.002421307506053269,1,0.0,0.2071406289457657,0.0007036528123899822,4,41,China,Wuhan,Hubei
Zhongshan University,中山大學,Zhongshan University,30,22,0.053268765133171914,37,0.009449950983508844,0.3419131394244031,0.008129585059324262,4,41,China,Guangzhou,Guangdong
École Libre des Sciences Politiques,École Libre des Sciences Politiques,École Libre des Sciences Politiques,1,1,0.002421307506053269,1,0.0,0.2142041079661209,0.0007560705745770502,4,41,France,Paris,
