,NameID,FullName,FullName_PY,Name_WG,Gender,University,Department,Degree,Expanded,Level,discipline,Year,Page,University_zh,University_clean,City,Province_State,Country,Latitude,Longitude
1,N00001,丁康金梅,Ding Kangjinmei,"Ting, Ging-mei Kang",F,University of Michigan,NA,NA,NA,NA,Nursing,1943,439,NA,University of Michigan,Ann Arbor,Michigan,United States,42.2759,-83.731
2,N00002,丁文華,Ding Wenhua,"Ting, Mary Jean",F,Mount Holyoke College,NA,NA,NA,NA,Chemistry,1943,439,NA,Mount Holyoke College,South Hadley,Massachusetts,United States,42.25842,-72.57453
3,N00004,丁美曾,Ding Meiceng,"Ding, Mai-tcheng",F,University of California,NA,NA,NA,NA,Accounting,1943,439,NA,University of California,Berkeley,California,United States,37.8722,-122.276
4,N00007,丁毓明,Ding Yuming,"Ting, Yoeh-ming",F,Mount Holyoke College,NA,NA,NA,NA,Medicine,1943,439,NA,Mount Holyoke College,South Hadley,Massachusetts,United States,42.25842,-72.57453
5,N00020,王式好,Wang Shihao,"Hao, JoyceWang",F,State University of Iowa,NA,NA,NA,NA,Chemistry,1943,440,NA,State University of Iowa,Iowa City,Iowa,United States,41.6627,-91.5549
6,N00020,王式好,Wang Shihao,"Hao, JoyceWang",F,University of Chicago,NA,NA,NA,NA,NA,1943,440,NA,University of Chicago,Chicago,Illinois,United States,41.8375,-87.6866
7,N00020,王式好,Wang Shihao,"Hao, JoyceWang",F,University of Southern California,NA,NA,NA,NA,NA,1939,440,NA,University of Southern California,Los Angeles,California,United States,34.1141,-118.4068
8,N00020,王式好,Wang Shihao,"Hao, JoyceWang",F,Wheaton College,NA,NA,NA,NA,NA,1942,440,NA,Wheaton College,Wheaton,Illinois,United States,41.8561,-88.1085
9,N00021,王余得思,Wang Yudesi,"U, Mabel",F,Radcliffe College,NA,NA,NA,NA,Fine Arts,1943,440,NA,Radcliffe College,Cambridge,Massachusetts,United States,42.3759,-71.1185
10,N00021,王余得思,Wang Yudesi,"U, Mabel",F,嶺南大學,NA,NA,NA,NA,NA,1941,440,嶺南大學,Lingnan University,Guangzhou,Guangdong,China,23.1291,113.2644
11,N00023,王安琳,Wang Anlin,"Wang, Anlin",F,Wellesley College,NA,NA,NA,NA,Business,1943,440,NA,Wellesley College,Wellesley,Massachusetts,United States,42.29649,-71.29256
12,N00023,王安琳,Wang Anlin,"Wang, Anlin",F,燕京大學,NA,NA,NA,NA,NA,1938,440,燕京大學,Yenching University,Beijing,Beijing,China,39.9042,116.4074
13,N00025,王世熊,Wang Shixiong,"Wang, S. Y.",F,Columbia University,NA,M.S.,Master of Science,Master,NA,1938,440,NA,Columbia University,New York City,New York,United States,40.6943,-73.9249
14,N00025,王世熊,Wang Shixiong,"Wang, S. Y.",F,New York University,NA,J.D.,Juris Doctor,Doctor,Law,1939,440,NA,New York University,New York City,New York,United States,40.6943,-73.9249
15,N00025,王世熊,Wang Shixiong,"Wang, S. Y.",F,New York University,NA,LL.M.,Master of Laws,Master,NA,1936,440,NA,New York University,New York City,New York,United States,40.6943,-73.9249
16,N00025,王世熊,Wang Shixiong,"Wang, S. Y.",F,東南大學,NA,NA,NA,NA,NA,1935,440,東南大學,Southeast University,Nanjing,Jiangsu,China,32.0603,118.7969
17,N00032,王克勤,Wang Keqin,"Wang, Florence",F,Dominican College,NA,NA,NA,NA,NA,1940,440,NA,Dominican College,Orangeburg,South Carolina,United States,33.4928,-80.8671
18,N00032,王克勤,Wang Keqin,"Wang, Florence",F,University of California,NA,NA,NA,NA,NA,1942,440,NA,University of California,Berkeley,California,United States,37.8722,-122.276
19,N00032,王克勤,Wang Keqin,"Wang, Florence",F,University of Michigan,NA,NA,NA,NA,Biochemistry,1943,440,NA,University of Michigan,Ann Arbor,Michigan,United States,42.2759,-83.731
20,N00038,王純如,Wang Chunru,"Wang, Chen-yee",F,University of Bonn,NA,NA,NA,NA,NA,NA,441,NA,University of Bonn,Bonn,NA,Germany,50.7374,7.0982
21,N00039,王周綠霞,Wang Zhoulvxia,"Wang, Lucy chow",F,Columbia University,NA,NA,NA,NA,Child Welfare,1940,441,NA,Columbia University,New York City,New York,United States,40.6943,-73.9249
22,N00039,王周綠霞,Wang Zhoulvxia,"Wang, Lucy chow",F,燕京大學,NA,NA,NA,NA,NA,1938,441,燕京大學,Yenching University,Beijing,Beijing,China,39.9042,116.4074
23,N00041,王秀卿,Wang Xiuqing,"Wang, Hsiu-King",F,George Williams College,NA,B.S.,Bachelor of Science,Bachelor,Education,1942,441,NA,George Williams College,Williams Bay,Wisconsin,United States,42.5788,-88.5457
24,N00041,王秀卿,Wang Xiuqing,"Wang, Hsiu-King",F,New York University,NA,NA,NA,NA,Education,1943,441,NA,New York University,New York City,New York,United States,40.6943,-73.9249
25,N00041,王秀卿,Wang Xiuqing,"Wang, Hsiu-King",F,燕京大學,NA,NA,NA,NA,NA,1932,441,燕京大學,Yenching University,Beijing,Beijing,China,39.9042,116.4074
26,N00042,王秀珩,Wang Xiuheng,"Wang, Siu-heng",F,University of Pennsylvania,NA,NA,NA,NA,Education,1943,441,NA,University of Pennsylvania,Philadelphia,Pennsylvania,United States,40.0077,-75.1339
27,N00042,王秀珩,Wang Xiuheng,"Wang, Siu-heng",F,滬江大學,NA,NA,NA,NA,NA,1933,441,滬江大學,Shanghai University,Shanghai,Shanghai,China,31.2304,121.4737
28,N00043,王季和,Wang Jihe,"Wang, Lois C. F.",F,Mount Mary College,NA,NA,NA,NA,Mathematics,1940,441,NA,Mount Mary College,Milwaukee,Wisconsin,United States,43.0642,-87.9675
29,N00047,王希琰,Wang Xiyan,"Wang, Vera Hsi-yen",F,Morningside College,NA,NA,NA,NA,Biology,1943,441,NA,Morningside College,Sioux City,Iowa,United States,42.4959,-96.3901
30,N00048,王明貞,Wang Mingzhen,"Wang, Ming-chen",F,University of Michigan,NA,Sc.D.,Doctor of Science,Doctor,Physiology,1942,441,NA,University of Michigan,Ann Arbor,Michigan,United States,42.2759,-83.731
31,N00048,王明貞,Wang Mingzhen,"Wang, Ming-chen",F,燕京大學,NA,Master,NA,NA,NA,1932,441,燕京大學,Yenching University,Beijing,Beijing,China,39.9042,116.4074
32,N00048,王明貞,Wang Mingzhen,"Wang, Ming-chen",F,金陵女子文理學院,NA,NA,NA,NA,NA,1928,441,金陵女子文理學院,Ginling College,Nanjing,Jiangsu,China,32.0603,118.7969
33,N00060,王淑娟,Wang Shujuan,"Wang, Rose Marie",F,College of St. Teresa,NA,B.S.,Bachelor of Science,Bachelor,Education,1943,442,NA,College of St. Teresa,Winona,Minnesota,United States,44.0478,-91.6404
34,N00060,王淑娟,Wang Shujuan,"Wang, Rose Marie",F,齊魯大學,NA,NA,NA,NA,NA,1937,442,齊魯大學,Qilu University,Jinan,Shandong,China,36.6512,117.1201
35,N00061,王淑德,Wang Shude,"Wang, Marcia",F,Northwestern University,NA,NA,NA,NA,Sociology,1943,442,NA,Northwestern University,Evanston,Illinois,United States,42.0464,-87.6943
36,N00061,王淑德,Wang Shude,"Wang, Marcia",F,華南學院,NA,NA,NA,NA,NA,1931,442,NA,Hwa Nan College,Fuzhou,Fujian,China,26.0745,119.2965
37,N00064,王愛理,Wang Aili,"Wong, Alice",F,George Peabody College,NA,B.S.,Bachelor of Science,Bachelor,Education,1942,442,NA,George Peabody College,Nashville,Tennessee,United States,36.1447,-86.8027
38,N00064,王愛理,Wang Aili,"Wong, Alice",F,George Peabody College,NA,NA,NA,NA,Education,1943,442,NA,George Peabody College,Nashville,Tennessee,United States,36.1447,-86.8027
39,N00064,王愛理,Wang Aili,"Wong, Alice",F,滬江大學,NA,NA,NA,NA,NA,1931,442,滬江大學,Shanghai University,Shanghai,Shanghai,China,31.2304,121.4737
40,N00068,王郭煥煒,Wang Guohuanwei,"Wang, Manie",F,Columbia University,NA,M.A.,Master of Arts,Master,Psychology,1942,442,NA,Columbia University,New York City,New York,United States,40.6943,-73.9249
41,N00068,王郭煥煒,Wang Guohuanwei,"Wang, Manie",F,Columbia University,NA,NA,NA,NA,Psychology,1943,442,NA,Columbia University,New York City,New York,United States,40.6943,-73.9249
42,N00068,王郭煥煒,Wang Guohuanwei,"Wang, Manie",F,燕京大學,NA,NA,NA,NA,NA,1938,442,燕京大學,Yenching University,Beijing,Beijing,China,39.9042,116.4074
43,N00075,王瑩,Wang Ying,"Wang, Yung",F,Bryn Mawr College,NA,NA,NA,NA,English,1943,443,NA,Bryn Mawr College,Bryn Mawr,Pennsylvania,United States,40.0208,-75.3161
44,N00075,王瑩,Wang Ying,"Wang, Yung",F,Goucher College,NA,NA,NA,NA,English,1942,443,NA,Goucher College,Towson,Maryland,United States,39.3944,-76.619
45,N00075,王瑩,Wang Ying,"Wang, Yung",F,中國公學,NA,NA,NA,NA,NA,NA,443,中國公學,China Public School,Shanghai,Shanghai,China,31.2304,121.4737
46,N00077,王鴻文,Wang Hongwen,"Wang, Hung-wen",F,Johns Hopkins University,NA,M.P.H.,Master of Public Health,Master,NA,1942,443,NA,Johns Hopkins University,Baltimore,Maryland,United States,39.3051,-76.6144
47,N00077,王鴻文,Wang Hongwen,"Wang, Hung-wen",F,協和醫學院,NA,NA,NA,NA,NA,1936,443,協和醫學院,Peking Union Medical College,Beijing,Beijing,China,39.9042,116.4074
48,N00077,王鴻文,Wang Hongwen,"Wang, Hung-wen",F,東南大學,NA,NA,NA,NA,NA,1932,443,東南大學,Southeast University,Nanjing,Jiangsu,China,32.0603,118.7969
49,N00078,王劉修業,Wang Liuxiuye,"Wang, Siu-yeh Liu",F,University of London,NA,NA,NA,NA,Library Science,1939,443,NA,University of London,London,NA,United Kingdom,51.521,-0.13
50,N00078,王劉修業,Wang Liuxiuye,"Wang, Siu-yeh Liu",F,燕京大學,NA,NA,NA,NA,NA,1932,443,燕京大學,Yenching University,Beijing,Beijing,China,39.9042,116.4074
51,N00082,方文淵,Fang Wenyuan,"Fong, Frances",F,State University of Iowa,NA,M.S.,Master of Science,Master,NA,1942,443,NA,State University of Iowa,Iowa City,Iowa,United States,41.6627,-91.5549
52,N00082,方文淵,Fang Wenyuan,"Fong, Frances",F,University of Chicago,NA,NA,NA,NA,Nutrition,1943,443,NA,University of Chicago,Chicago,Illinois,United States,41.8375,-87.6866
53,N00082,方文淵,Fang Wenyuan,"Fong, Frances",F,燕京大學,NA,NA,NA,NA,NA,1934,443,燕京大學,Yenching University,Beijing,Beijing,China,39.9042,116.4074
54,N00088,方雪馨,Fang Xuexin,"Fang, Sioh-hing",F,National College of Education,NA,B.S.,Bachelor of Science,Bachelor,NA,1943,444,NA,National College of Education,Evanston,Illinois,United States,42.0451,-87.6877
55,N00096,尹江珊英,Yin Jiangshanying,"Ying, Shan-ying Giang",F,University of California,NA,M.A.,Master of Arts,Master,Mathematics,1939,444,NA,University of California,Berkeley,California,United States,37.8722,-122.276
56,N00096,尹江珊英,Yin Jiangshanying,"Ying, Shan-ying Giang",F,University of California,NA,NA,NA,NA,Mathematics,1943,444,NA,University of California,Berkeley,California,United States,37.8722,-122.276
57,N00096,尹江珊英,Yin Jiangshanying,"Ying, Shan-ying Giang",F,金陵女子文理學院,NA,NA,NA,NA,NA,1925,444,金陵女子文理學院,Ginling College,Nanjing,Jiangsu,China,32.0603,118.7969
58,N00099,毛孝瑛,Mao Xiaoying,"Mao, Doreen S. Y.",F,University of Chicago,NA,NA,NA,NA,Business,1943,444,NA,University of Chicago,Chicago,Illinois,United States,41.8375,-87.6866
59,N00099,毛孝瑛,Mao Xiaoying,"Mao, Doreen S. Y.",F,University of Dubuque,NA,B.A.,Bachelor of Arts,Bachelor,English,1942,444,NA,University of Dubuque,Dubuque,Iowa,United States,42.5002,-90.707
60,N00099,毛孝瑛,Mao Xiaoying,"Mao, Doreen S. Y.",F,滬江大學,NA,NA,NA,NA,NA,1940,444,滬江大學,Shanghai University,Shanghai,Shanghai,China,31.2304,121.4737
61,N00114,左潔顏,Zuo Jieyan,"Tse, Kit-ngaan",F,Ilegible,NA,NA,NA,NA,NA,NA,446,NA,NA,NA,NA,NA,NA,NA
62,N00114,左潔顏,Zuo Jieyan,"Tse, Kit-ngaan",F,Penn State College,NA,NA,NA,NA,Home Economics,1943,446,NA,Penn State College,State College,Pennsylvania,United States,40.7982,-77.8599
63,N00115,司徒誌芬,Situ Zhifen,"Seto, Chefan",F,Emmanuel College,NA,B.A.,Bachelor of Arts,Bachelor,Sociology,1942,446,NA,Emmanuel College,Boston,Massachusetts,United States,42.3188,-71.0852
64,N00115,司徒誌芬,Situ Zhifen,"Seto, Chefan",F,中山大學,NA,NA,NA,NA,NA,1936,446,中山大學,Zhongshan University,Guangzhou,Guangdong,China,23.1291,113.2644
65,N00122,史賀麗,Shi Heli,"Shih, Virginia",F,Ohio State University,NA,B.A.,Bachelor of Arts,Bachelor,Social Science,1938,446,NA,Ohio State University,Columbus,Ohio,United States,39.9862,-82.9855
66,N00122,史賀麗,Shi Heli,"Shih, Virginia",F,Ohio State University,NA,B.S.,Bachelor of Science,Bachelor,Social Science,1938,446,NA,Ohio State University,Columbus,Ohio,United States,39.9862,-82.9855
67,N00122,史賀麗,Shi Heli,"Shih, Virginia",F,Ohio State University,NA,M.A.,Master of Arts,Master,Social Science,1938,446,NA,Ohio State University,Columbus,Ohio,United States,39.9862,-82.9855
68,N00134,朱西琨,Zhu Xikun,"Tchou, Margaret",F,Columbia University,NA,NA,NA,NA,Nursing,1943,447,NA,Columbia University,New York City,New York,United States,40.6943,-73.9249
69,N00134,朱西琨,Zhu Xikun,"Tchou, Margaret",F,Oberlin College,NA,NA,NA,NA,NA,1939,447,NA,Oberlin College,Oberlin,Ohio,United States,41.286,-82.2198
70,N00139,朱保儀,Zhu Baoyi,"Tchou, Juliet Pao-y",F,Sweet Briar College,NA,NA,NA,NA,Sociology,1943,447,NA,Sweet Briar College,Sweet Briar,Virginia,United States,37.55292,-79.06641
71,N00139,朱保儀,Zhu Baoyi,"Tchou, Juliet Pao-y",F,之江大學,NA,NA,NA,NA,NA,1939,447,之江大學,Zhijiang University,Hangzhou,Zhejiang,China,30.2741,120.1551
72,N00142,朱桂華,Zhu Guihua,"Chu, Betty",F,Mills College,NA,NA,NA,NA,Education,1943,447,NA,Mills College,Oakland,California,United States,37.7904,-122.2166
73,N00145,朱瓊浩,Zhu Qionghao,"Chu, Harrist",F,George Washington University,NA,M.A.,Master of Arts,Master,Theology,1939,448,NA,George Washington University,Washington,District of Columbia,United States,38.9047,-77.0163
74,N00145,朱瓊浩,Zhu Qionghao,"Chu, Harrist",F,Hartford Seminary Foundation,NA,NA,NA,NA,NA,1943,448,NA,Hartford Seminary Foundation,Hartford,Connecticut,United States,41.7687,-72.6851
75,N00145,朱瓊浩,Zhu Qionghao,"Chu, Harrist",F,嶺南大學,NA,NA,NA,NA,NA,1930,448,嶺南大學,Lingnan University,Guangzhou,Guangdong,China,23.1291,113.2644
76,N00146,朱唐笠,Zhu Tangli,"Chu, EstherL. Tang",F,University of Michigan,NA,B.A.,Bachelor of Arts,Bachelor,Education,1941,448,NA,University of Michigan,Ann Arbor,Michigan,United States,42.2759,-83.731
77,N00146,朱唐笠,Zhu Tangli,"Chu, EstherL. Tang",F,University of Michigan,NA,B.A.,Bachelor of Arts,Bachelor,Psychology,1943,448,NA,University of Michigan,Ann Arbor,Michigan,United States,42.2759,-83.731
78,N00146,朱唐笠,Zhu Tangli,"Chu, EstherL. Tang",F,University of Michigan,NA,M.A.,Master of Arts,Master,Education,1942,448,NA,University of Michigan,Ann Arbor,Michigan,United States,42.2759,-83.731
79,N00146,朱唐笠,Zhu Tangli,"Chu, EstherL. Tang",F,聖約翰大學,NA,NA,NA,NA,NA,1940,448,聖約翰大學,St. John's University,Shanghai,Jiangsu,China,31.2304,121.4737
80,N00150,朱劍寒,Zhu Jianhan,"Chu, Chien-han",F,University of Michigan,NA,Ph.D.,Doctor of Philosophy,Doctor,Chemistry,1943,448,NA,University of Michigan,Ann Arbor,Michigan,United States,42.2759,-83.731
81,N00150,朱劍寒,Zhu Jianhan,"Chu, Chien-han",F,大同大學,NA,NA,NA,NA,NA,1932,448,大同大學,Datong University,Shanghai,Shanghai,China,31.2304,121.4737
82,N00158,朱忠愛,Zhu Zhongai,"Jee, Ellison",F,University of Chicago,NA,NA,NA,NA,NA,1943,448,NA,University of Chicago,Chicago,Illinois,United States,41.8375,-87.6866
83,N00160,朱壽恒,Zhu Shouheng,"Chu, EvelynShouheng",F,Columbia University,NA,M.A.,Master of Arts,Master,Education,1943,448,NA,Columbia University,New York City,New York,United States,40.6943,-73.9249
84,N00160,朱壽恒,Zhu Shouheng,"Chu, EvelynShouheng",F,嶺南大學,NA,NA,NA,NA,NA,1927,448,嶺南大學,Lingnan University,Guangzhou,Guangdong,China,23.1291,113.2644
85,N00164,朱覺方,Zhu Jiaofang,"Dju, Gioh-fang",F,University of Chicago,NA,NA,NA,NA,Social Welfare,1943,449,NA,University of Chicago,Chicago,Illinois,United States,41.8375,-87.6866
86,N00164,朱覺方,Zhu Jiaofang,"Dju, Gioh-fang",F,金陵女子文理學院,NA,NA,NA,NA,NA,1934,449,金陵女子文理學院,Ginling College,Nanjing,Jiangsu,China,32.0603,118.7969
87,N00169,全賡娥,Quan Genge,"Chuan, Keng E.",F,George Washington University,NA,NA,NA,NA,English,1943,449,NA,George Washington University,Washington,District of Columbia,United States,38.9047,-77.0163
88,N00169,全賡娥,Quan Genge,"Chuan, Keng E.",F,Park College,NA,NA,NA,NA,NA,1941,449,NA,Park College,Parkville,Missouri,United States,39.1895,-94.6822
89,N00170,任以都,Ren Yidu,"Zen, E-tu",F,Vassar College,NA,NA,NA,NA,History,1943,449,NA,Vassar College,Poughkeepsie,New York,United States,41.695,-73.9211
90,N00170,任以都,Ren Yidu,"Zen, E-tu",F,西南聯合大學,NA,NA,NA,NA,NA,1941,449,西南聯合大學,Southwest Associated University,Kunming,Yunnan,China,25.0389,102.7183
91,N00173,伍美春,Wu Meichun,"Eng, Mae Chung",F,Baylor University,NA,B.A.,Bachelor of Arts,Bachelor,Education,1943,449,NA,Baylor University,Waco,Texas,United States,31.5599,-97.1882
92,N00177,伍活泉,Wu Huoquan,"Ng, Woot-tsuen",F,Penn State College,NA,M.S.,Master of Science,Master,Nutrition,1942,450,NA,Penn State College,State College,Pennsylvania,United States,40.7982,-77.8599
93,N00179,伍逢娣,Wu Fengdi,"Eng, Edith",F,Washington State College,NA,NA,NA,NA,Chemistry,1943,450,NA,Washington State College,Pullman,Washington,United States,46.7336,-117.168
94,N00188,伍蒃群,Wu Zhuanqun,"Wu, Esther",F,Pomona College,NA,B.A.,Bachelor of Arts,Bachelor,Biochemistry,1943,450,NA,Pomona College,Claremont,California,United States,34.1259,-117.7153
95,N00190,江王瑛名,Jiang Wang Yingming,"Chiang, Y. M.",F,燕京大學,NA,NA,NA,NA,NA,NA,450,燕京大學,Yenching University,Beijing,Beijing,China,39.9042,116.4074
96,N00191,江美貞,Jiang Meizhen,"Kaung, Ma-tsung",F,Mount Holyoke College,NA,M.A.,Master of Arts,Master,Literature,NA,451,NA,Mount Holyoke College,South Hadley,Massachusetts,United States,42.25842,-72.57453
97,N00191,江美貞,Jiang Meizhen,"Kaung, Ma-tsung",F,東南大學,NA,NA,NA,NA,NA,NA,451,東南大學,Southeast University,Nanjing,Jiangsu,China,32.0603,118.7969
98,N00201,何昌明,He Changming,"Ho, Daris Chang-ming",F,University of Southern California,NA,B.A.,Bachelor of Arts,Bachelor,Sociology,1943,451,NA,University of Southern California,Los Angeles,California,United States,34.1141,-118.4068
99,N00201,何昌明,He Changming,"Ho, Daris Chang-ming",F,浙江大學,NA,NA,NA,NA,NA,NA,451,浙江大學,Zhejiang University,Hangzhou,Zhejiang,China,30.2741,120.1551
100,N00203,何祝萱,He Zhuxuan,"Ho, Lucy Chu-hsuan",F,Western Reserve University,NA,NA,NA,NA,Nursing,1942,451,NA,Western Reserve University,Cleveland,Ohio,United States,41.4764,-81.6805
101,N00203,何祝萱,He Zhuxuan,"Ho, Lucy Chu-hsuan",F,燕京大學,NA,NA,NA,NA,NA,1936,451,燕京大學,Yenching University,Beijing,Beijing,China,39.9042,116.4074
102,N00207,何碧縈,He Biying,"Hoh, Pik-wing",F,Juilliard School of Music,NA,NA,NA,NA,Music,1943,452,NA,Juilliard School of Music,New York City,New York,United States,40.6943,-73.9249
103,N00207,何碧縈,He Biying,"Hoh, Pik-wing",F,Westminster Choir College,NA,B.M.,Bachelor of Music,Bachelor,NA,1942,452,NA,Westminster Choir College,Princeton,New Jersey,United States,40.3487,-74.6593
104,N00215,李玉雪,Li Yuxue,"Li, Lillian",F,Boston University,NA,NA,NA,NA,Physical Education,1943,452,NA,Boston University,Boston,Massachusetts,United States,42.3188,-71.0852
105,N00218,李月雲,Li Yueyun,"Li, Katherine Y. Y.",F,University of Pennsylvania,NA,NA,NA,NA,Medicine,1940,452,NA,University of Pennsylvania,Philadelphia,Pennsylvania,United States,40.0077,-75.1339
106,N00218,李月雲,Li Yueyun,"Li, Katherine Y. Y.",F,Women's Christian Medical College,NA,M.D.,Doctor of Medicine,Doctor,NA,1935,452,NA,Women's Christian Medical College,Shanghai,Shanghai,China,31.2304,121.4737
107,N00218,李月雲,Li Yueyun,"Li, Katherine Y. Y.",F,滬江大學,NA,NA,NA,NA,NA,1930,452,滬江大學,Shanghai University,Shanghai,Shanghai,China,31.2304,121.4737
108,N00229,李美筠,Li Meijun,"Li, Mei-yun",F,Cornell University,NA,NA,NA,NA,Education,1943,453,NA,Cornell University,Ithaca,New York,United States,42.4442,-76.5032
109,N00229,李美筠,Li Meijun,"Li, Mei-yun",F,University of Rochester,NA,M.A.,Master of Arts,Master,Education,1943,453,NA,University of Rochester,Rochester,New York,United States,43.168,-77.6162
110,N00229,李美筠,Li Meijun,"Li, Mei-yun",F,金陵女子文理學院,NA,NA,NA,NA,NA,1931,453,金陵女子文理學院,Ginling College,Nanjing,Jiangsu,China,32.0603,118.7969
111,N00231,李美蓮,Li Meilian,"Lee, Meelan",F,New York University,NA,NA,NA,NA,Biology,1943,453,NA,New York University,New York City,New York,United States,40.6943,-73.9249
112,N00239,李亞雪,Li Yaxue,"Lee, Elsie",F,Oberlin College,NA,NA,NA,NA,NA,1942,453,NA,Oberlin College,Oberlin,Ohio,United States,41.286,-82.2198
113,N00239,李亞雪,Li Yaxue,"Lee, Elsie",F,University of Wisconsin,NA,NA,NA,NA,Sociology,1943,453,NA,University of Wisconsin,Madison,Wisconsin,United States,43.0822,-89.393
114,N00258,李佩貞,Li Peizhen,"Li, Bei-tsung",F,Florida Southern College,NA,B.S.,Bachelor of Science,Bachelor,Chemistry,1943,454,NA,Florida Southern College,Lakeland,Florida,United States,28.0557,-81.9545
115,N00258,李佩貞,Li Peizhen,"Li, Bei-tsung",F,University of Michigan,NA,NA,NA,NA,Zoology,1943,454,NA,University of Michigan,Ann Arbor,Michigan,United States,42.2759,-83.731
116,N00258,李佩貞,Li Peizhen,"Li, Bei-tsung",F,交通大學,NA,NA,NA,NA,NA,1940,454,交通大學,Jiaotong University,Shanghai,Shanghai,China,31.2304,121.4737
117,N00265,李珍華,Li Zhenhua,"Lee, Pearl",F,Massachusetts Institute of Technology,NA,NA,NA,NA,Electrical Engineering,1943,455,NA,Massachusetts Institute of Technology,Cambridge,Massachusetts,United States,42.3759,-71.1185
118,N00265,李珍華,Li Zhenhua,"Lee, Pearl",F,Penn State College,NA,B.S.,Bachelor of Science,Bachelor,Electrical Engineering,1942,455,NA,Penn State College,State College,Pennsylvania,United States,40.7982,-77.8599
119,N00265,李珍華,Li Zhenhua,"Lee, Pearl",F,University of Hong Kong,NA,NA,NA,NA,NA,1940,455,NA,University of Hong Kong,Hong Kong,NA,Hong Kong,22.283,114.1371
120,N00268,李淡平,Li Danping,"Lee, Helen",F,Columbia University,NA,M.A.,Master of Arts,Master,Literature,NA,455,NA,Columbia University,New York City,New York,United States,40.6943,-73.9249
121,N00275,李梅卿,Li Meiqing,"Li, Mae-ching",F,Barnard College,NA,NA,NA,NA,Sociology,1943,455,NA,Barnard College,New York City,New York,United States,40.6943,-73.9249
122,N00276,李幗才,Li Guocai,"Li, Xuo-tsai",F,Cornell University,NA,NA,NA,NA,Home Economics,1941,455,NA,Cornell University,Ithaca,New York,United States,42.4442,-76.5032
123,N00276,李幗才,Li Guocai,"Li, Xuo-tsai",F,Michigan State College,NA,B.S.,Bachelor of Science,Bachelor,Home Economics,1943,455,NA,Michigan State College,East Lansing,Michigan,United States,42.748,-84.4836
124,N00282,李琭華,Li Luhua,"Li, Luk-wa",F,Central Institute for Deaf,NA,NA,NA,NA,Education,1943,456,NA,Central Institute for Deaf,St. Louis,Missouri,United States,38.6372,-90.2526
125,N00282,李琭華,Li Luhua,"Li, Luk-wa",F,University of Hong Kong,NA,NA,NA,NA,NA,1928,456,NA,University of Hong Kong,Hong Kong,NA,Hong Kong,22.283,114.1371
126,N00283,李瑞姬,Li Ruiji,"Lee, Catherine K.",F,New York University,NA,NA,NA,NA,English,1943,456,NA,New York University,New York City,New York,United States,40.6943,-73.9249
127,N00283,李瑞姬,Li Ruiji,"Lee, Catherine K.",F,University of Hong Kong,NA,NA,NA,NA,NA,1940,456,NA,University of Hong Kong,Hong Kong,NA,Hong Kong,22.283,114.1371
128,N00284,李瑞娥,Li Ruie,"Lee, Mildred E.",F,University of California,NA,NA,NA,NA,Psychology,1943,456,NA,University of California,Berkeley,California,United States,37.8722,-122.276
129,N00290,李冠媛,Li Guanyuan,"Li, Gwan-yuea",F,New School For Social Research,NA,D.S.S.,Doctor of Social Science,Doctor,Psychology,1944,456,NA,New School For Social Research,New York,New York,United States,40.7355,-73.9972
130,N00290,李冠媛,Li Guanyuan,"Li, Gwan-yuea",F,Smith College,NA,M.A.,Master of Arts,Master,Psychology,1939,456,NA,Smith College,Northampton,Massachusetts,United States,42.3266,-72.6745
131,N00290,李冠媛,Li Guanyuan,"Li, Gwan-yuea",F,金陵女子文理學院,NA,NA,NA,NA,NA,1931,456,金陵女子文理學院,Ginling College,Nanjing,Jiangsu,China,32.0603,118.7969
132,N00305,李廉鳳,Li Lianfeng,"Li, Lien-fung",F,Massachusetts Institute of Technology,NA,NA,NA,NA,Chemistry,1943,457,NA,Massachusetts Institute of Technology,Cambridge,Massachusetts,United States,42.3759,-71.1185
133,N00305,李廉鳳,Li Lianfeng,"Li, Lien-fung",F,Mills College,NA,NA,NA,NA,Chemistry,1943,457,NA,Mills College,Oakland,California,United States,37.7904,-122.2166
134,N00305,李廉鳳,Li Lianfeng,"Li, Lien-fung",F,嶺南大學,NA,NA,NA,NA,NA,1940,457,嶺南大學,Lingnan University,Guangzhou,Guangdong,China,23.1291,113.2644
135,N00327,李寶華,Li Baohua,"Lee, Ruby Pao-wah",F,Cornell University,NA,NA,NA,NA,Agrononmy,1943,458,NA,Cornell University,Ithaca,New York,United States,42.4442,-76.5032
136,N00327,李寶華,Li Baohua,"Lee, Ruby Pao-wah",F,Penn State College,NA,B.S.,Bachelor of Science,Bachelor,Agrononmy,1942,458,NA,Penn State College,State College,Pennsylvania,United States,40.7982,-77.8599
137,N00327,李寶華,Li Baohua,"Lee, Ruby Pao-wah",F,嶺南大學,NA,NA,NA,NA,NA,1940,458,嶺南大學,Lingnan University,Guangzhou,Guangdong,China,23.1291,113.2644
138,N00330,李懷峰,Li Huaifeng,"Li, Gloria H. F.",F,University of Southern California,NA,B.A.,Bachelor of Arts,Bachelor,Education,1942,458,NA,University of Southern California,Los Angeles,California,United States,34.1141,-118.4068
139,N00330,李懷峰,Li Huaifeng,"Li, Gloria H. F.",F,University of Southern California,NA,NA,NA,NA,Education,1943,458,NA,University of Southern California,Los Angeles,California,United States,34.1141,-118.4068
